醫事機構代碼,醫事機構名稱,醫事機構地址,醫事機構電話,成人口罩總剩餘數,兒童口罩剩餘數,來源資料時間
5905350179,尚慶藥局,臺南市北區西門路四段８６號１樓,(06)2511258,66,50,2020/02/07 19:40:05
5905350231,祥好藥局,臺南市北區正風里公園路８７６號１樓,(06)2510366,0,36,2020/02/07 19:40:05
5905350240,健康藥局,臺南市北區長榮路５段２１號,(06)2003078,0,2,2020/02/07 19:40:05
5905350259,樂森藥局,臺南市北區和緯路二段３３６號１樓,(06)2511338,200,50,2020/02/07 19:40:05
5905350268,宸安藥局,臺南市北區光民里成功路４３６號１樓,(06)2238679,200,74,2020/02/07 19:40:05
5905350302,旻恩藥局,臺南市北區公園里北門路二段３７－１號,(06)2260590,0,74,2020/02/07 19:40:05
5905350311,美康藥局,臺南市北區公園路３７５－５號,(06)2810311,206,66,2020/02/07 19:40:05
5905350339,育德健康藥局,臺南市北區成德里育德路５３０號,(06)2525360,4,0,2020/02/07 19:40:05
5905350366,千多藥局,臺南市北區金華路五段１號,(06)2228641,0,16,2020/02/07 19:40:05
5905350393,和緯啄木鳥藥局,臺南市北區和緯路２段１７６號,(06)2519805,6,0,2020/02/07 19:40:05
5905350446,杏一藥局台南成大店,臺南市北區東豐路１５５號,(06)2382747,0,16,2020/02/07 19:40:05
5905350464,北海藥局,臺南市北區華德里海安路三段９７２號１樓,(06)2525533,0,2,2020/02/07 19:40:05
5905350473,欣依藥局,臺南市北區北安路一段２５９號１樓,(06)2832111,4,0,2020/02/07 19:40:05
5905370135,安南日日康藥局,臺南市安南區安和路五段３３號,(06)3550995,5,0,2020/02/07 19:40:05
5905370180,安南啄木鳥藥局,臺南市安南區安和路一段１０７號,(06)2821265,0,2,2020/02/07 19:40:05
5905370215,新安和安東藥局,臺南市安南區安東里安和路一段４６８號,(06)2561204,2,0,2020/02/07 19:40:05
5905370233,弘昇藥局,臺南市安南區鳳凰里安中路一段７００巷３２號１樓,(06)2567605,12,0,2020/02/07 19:40:05
5905370260,廣道藥局,臺南市安南區溪心里海佃路三段２１８號１樓,(06)2568383,8,4,2020/02/07 19:40:05
5905370279,安昕藥局,臺南市安南區安和路一段８０號１樓,(06)2827500,1,0,2020/02/07 19:40:05
5905370304,大樹安南藥局,臺南市安南區安和路四段５５７號１樓,(06)3563370,190,44,2020/02/07 19:40:05
5905370331,草湖寮王藥局,臺南市安南區梅花里安中路一段６３３號１樓,(06)2465859,0,4,2020/02/07 19:40:05
5905370340,保安康藥局,臺南市安南區梅花里安中路一段７９３號１樓,(06)2552586,8,8,2020/02/07 19:40:05
5905370359,宜康安和藥局,臺南市安南區安和路一段６８號１樓,(06)2521250,4,0,2020/02/07 19:40:05
5905380015,康馥藥局,臺南市安平區華平路５４５-１號,(06)2998328,0,42,2020/02/07 19:40:05
5905380113,永康藥局永華店,臺南市安平區永華路２段７０２號,(06)2951552,18,8,2020/02/07 19:40:05
5905380122,趙藥師藥局,臺南市安平區安北路３９０號,(06)3915695,0,29,2020/02/07 19:40:05
5905380140,信美藥局,臺南市安平區建平里平通路１４２號１樓,(06)2980142,0,4,2020/02/07 19:40:05
5905380159,永華藥局,臺南市安平區永華路二段７８７－１號,(06)2953618,2,32,2020/02/07 19:40:05
5905380168,恆安藥局,臺南市安平區永華路二段８４５─１號１樓,(06)2951773,1,28,2020/02/07 19:40:05
5905380177,凱順藥局,臺南市安平區育平里健康三街３９號１樓,(06)2999752,0,1,2020/02/07 19:40:05
5905380195,新高橋藥局台南永華店,臺南市安平區華平路２７９號１樓,(06)2992362,6,6,2020/02/07 19:40:05
5905380239,怡家藥局,臺南市安平區國平里華平路１４６─５號１樓,(06)2970519,31,0,2020/02/07 19:40:05
5905380248,康富聯合藥局,臺南市安平區華平路６５２號１樓,(06)2971960,22,30,2020/02/07 19:40:05
5907010043,北京藥局文山店,高雄市鳳山區青年路二段３６７號１．２樓,(07)7676766,8,0,2020/02/07 19:40:05
5907010098,建明藥局,高雄市鳳山區海洋一路１２２號,(07)7668550,0,4,2020/02/07 19:40:05
5907010150,育英藥局文德店,高雄市鳳山區文德路２９號,(07)7777059,4,0,2020/02/07 19:40:05
5907010169,美安藥局,高雄市鳳山區文衡路４３號,(07)7993209,8,16,2020/02/07 19:40:05
5907010187,人人好藥局,高雄市鳳山區五甲三路１０巷７號１樓,(07)8151566,0,2,2020/02/07 19:40:05
5907010267,禾康藥局,高雄市鳳山區瑞竹路１６號１樓,(07)7997139,1,30,2020/02/07 19:40:05
5907010285,康盈藥局,高雄市鳳山區鳳林路２６０號１樓,(07)7820968,0,26,2020/02/07 19:40:05
5907010365,科健藥局,高雄市鳳山區八德路２４６－５號１樓,(07)7777868,4,4,2020/02/07 19:40:05
5907010409,好郝藥局,高雄市鳳山區武松里經武路１７８號１樓,(07)7468840,12,0,2020/02/07 19:40:05
5907010454,上泰健保藥局,高雄市鳳山區鎮西里中華街２７號１樓,(07)7455127,8,6,2020/02/07 19:40:05
5907010534,真健康藥局,高雄市鳳山區五福里五甲三路５５號,(07)8232828,0,2,2020/02/07 19:40:05
5907010669,鳳山好心藥局,高雄市鳳山區文濱路１９８號１樓,(07)7779285,2,16,2020/02/07 19:40:05
5907010730,鳳山啄木鳥藥局,高雄市鳳山區善美里保泰路３３６號１樓,(07)7162314,2,0,2020/02/07 19:40:05
5907010810,志全藥局,高雄市鳳山區五福里五甲三路１２１巷１號,(07)7688986,10,0,2020/02/07 19:40:05
5907010883,大樹五甲藥局,高雄市鳳山區福祥里五甲三路２４號１樓及２樓、２６號１樓及２樓,(07)8224926,144,48,2020/02/07 19:40:05
5907010927,元元鳳山藥局,高雄市鳳山區一甲里五甲二路３４８之１號１樓,(07)7529595,0,6,2020/02/07 19:40:05
5907010936,鳳山全民藥局,高雄市鳳山區中正里瑞興路３８０巷８號,(07)7037078,0,28,2020/02/07 19:40:05
5907010981,康是美五甲藥局,高雄市鳳山區鎮南里五甲二路７５２號１至２樓、７５４號１至２樓,(07)8121586,0,2,2020/02/07 19:40:05
5907011031,德安藥局,高雄市鳳山區文衡里文衡路２９５號１樓,(07)7805249,0,6,2020/02/07 19:40:05
5907011040,伊甸藥師藥局文化店,高雄市鳳山區文福里文化西路１１號１樓,(07)7776002,0,2,2020/02/07 19:40:05
5907011068,新高橋藥局文龍東店,高雄市鳳山區鎮北里文龍東路３１０號,(07)7353946,54,2,2020/02/07 19:40:05
5907011086,長青連鎖藥局中山西店,高雄市鳳山區忠義里中山西路３７６－７號１樓,(07)7197787,0,34,2020/02/07 19:40:05
5907011095,鳳山五甲藥局,高雄市鳳山區正義里五甲二路１３９號１樓,(07)7269899,146,46,2020/02/07 19:40:05
5907011102,鳳山佑安藥局,高雄市鳳山區東門里中山東路１６６號１樓,(07)7030333,2,44,2020/02/07 19:40:05
5907011139,杏樹林藥局,高雄市鳳山區中和里自由路４３０號１樓,(07)7101118,0,40,2020/02/07 19:40:05
5907011148,大樹國泰藥局,高雄市鳳山區興仁里五甲一路２９２號,(07)7407234,180,54,2020/02/07 19:40:05
5907011166,佑全鳳山藥局,高雄市鳳山區文德里青年路二段４６３號１－２樓,(07)7801568,1,0,2020/02/07 19:40:05
5907011175,鳳西藥局,高雄市鳳山區忠義里中山西路２３８號１樓,(07)7902717,148,62,2020/02/07 19:40:05
5907011184,肉豆公藥局南榮店,高雄市鳳山區善美里南榮路１６９號１樓,(07)7278385,4,2,2020/02/07 19:40:05
5907011193,新高橋藥局新富店,高雄市鳳山區新泰里新富路４２８號１樓,(07)9630233,8,2,2020/02/07 19:40:05
5907011228,鳳山青年藥局,高雄市鳳山區文德里青年路二段３９９號１樓,(07)7678383,190,78,2020/02/07 19:40:05
5907011237,凱旋藥局,高雄市鳳山區國隆里新富路３７３號１樓,(07)7671182,130,58,2020/02/07 19:40:05
5907011264,新高橋藥局青年店,高雄市鳳山區文衡里青年路二段２８９號１樓,(07)7676179,2,2,2020/02/07 19:40:05
5907030072,旗美藥局,高雄市旗山區東平里延平二路４１號,(07)6629839,10,12,2020/02/07 19:40:05
5907030090,睛好活力藥局,高雄市旗山區湄洲里中山路１２７號,(07)6625119,0,2,2020/02/07 19:40:05
5907030107,大同藥局,高雄市旗山區大德里大同街１３號１樓,(07)6611336,0,38,2020/02/07 19:40:05
5907030125,旗山藥局,高雄市旗山區中華路２３號,(07)6621158,198,80,2020/02/07 19:40:05
5907040014,寶樹藥局,高雄市美濃區中山路１段８８號,(07)6812323,2,2,2020/02/07 19:40:05
5907040023,大佳藥局,高雄市美濃區獅山里中華路５９－７號,(07)6852988,0,10,2020/02/07 19:40:05
5907050010,新朋友藥師連鎖藥局,高雄市林園區東林東路４４號,(07)6460588,168,58,2020/02/07 19:40:05
5907050029,林園健人藥師藥局,高雄市林園區林園北路３７２號,(07)6421598,0,2,2020/02/07 19:40:05
5907050047,安禾藥局,高雄市林園區仁愛路１６５號１樓,(07)6431068,4,0,2020/02/07 19:40:05
5907050074,林園藥局,高雄市林園區仁愛路１３號１樓,(07)6425855,164,52,2020/02/07 19:40:05
5907060034,化春藥師藥局,高雄市大寮區中庄里中庄路３７號,(07)7037275,18,0,2020/02/07 19:40:05
5907060043,永成專業藥師藥局,高雄市大寮區中興里鳳林四路６２號,(07)7816221,0,36,2020/02/07 19:40:05
5907060132,大承藥局,高雄市大寮區鳳屏一路４６６號１樓,(07)7013225,1,2,2020/02/07 19:40:05
5907060187,桂林活力藥師藥局鳳林店,高雄市大寮區山頂里鳳林三路８２３˙８２５號１樓,(07)7912331,0,12,2020/02/07 19:40:05
5907060212,仁德健保藥局,高雄市大寮區內坑里仁德新村１號１樓,(07)7885003,124,68,2020/02/07 19:40:05
5907060221,淑德健保藥局,高雄市大寮區內坑里淑德新村１號３樓,(07)7923556,0,40,2020/02/07 19:40:05
5907070021,大和藥局,高雄市大樹區久堂路１４９號,(07)6526412,2,0,2020/02/07 19:40:05
5907080018,春天藥局,高雄市仁武區仁雄路９８－１０號,(07)3721428,0,2,2020/02/07 19:40:05
5907080081,英祥連鎖藥局仁雄店,高雄市仁武區仁雄路３６之２號,(07)3722509,0,6,2020/02/07 19:40:05
5907080214,新高橋藥局八德中店,高雄市仁武區八卦里八德中路８６、８８、９０號,(07)3485857,12,16,2020/02/07 19:40:05
5907080223,新高橋藥局仁雄店,高雄市仁武區赤山里仁雄路８９－３號,(07)3485857,10,0,2020/02/07 19:40:05
5907080232,大樹仁武藥局,高雄市仁武區赤山里仁雄路８０－９號,(07)3744777,175,50,2020/02/07 19:40:05
5907080269,興德昌藥局,高雄市仁武區文武里中華路２３２號,(07)6250942,0,2,2020/02/07 19:40:05
5907080296,新四季藥局,高雄市仁武區仁慈里仁慈路１９０號１樓,(07)7333606,0,12,2020/02/07 19:40:05
5907090087,安泰專業藥師藥局,高雄市大社區中山路２６７號１樓,(07)3553715,0,2,2020/02/07 19:40:05
5907090121,新高橋藥局大社店,高雄市大社區中山路２７７號１樓,(07)3485857,18,56,2020/02/07 19:40:05
5907090130,大樹大社藥局,高雄市大社區中山路３０８號１樓,(07)3531682,148,54,2020/02/07 19:40:05
5907110048,和德藥局橋頭店,高雄市橋頭區橋南路１１６－１號,(07)6113580,0,6,2020/02/07 19:40:05
5907110075,言安藥局,高雄市橋頭區樹德路６５號,(07)6110719,0,2,2020/02/07 19:40:05
5907110084,昱佳藥局,高雄市橋頭區仕豐南路６６號,(07)6110302,2,0,2020/02/07 19:40:05
5907140019,佑聖健保藥局,高雄市阿蓮區民生路７９號,(07)6321516,0,2,2020/02/07 19:40:05
5907140126,天德藥局阿蓮店,高雄市阿蓮區南蓮里忠孝路１６８、１７０號,(07)6311566,6,6,2020/02/07 19:40:05
5907150024,安麗兒藥局路竹店,高雄市路竹區大社路５１號１樓,(07)6071699,2,2,2020/02/07 19:40:05
5907150060,大社藥局,高雄市路竹區大社路２９號,(07)6076686,4,0,2020/02/07 19:40:05
5907150220,天德藥局路竹店,高雄市路竹區忠孝路２６－２、２６－３號１樓,(07)6975656,2,8,2020/02/07 19:40:05
5907150239,固德藥局,高雄市路竹區金平路３１２號,(07)6978641,8,0,2020/02/07 19:40:05
5907160039,華安藥局,高雄市湖內區中山路一段４５１－１９號,(07)6938208,1,0,2020/02/07 19:40:05
5907160048,吉成藥局,高雄市湖內區太爺里中正路１段１２號,(07)6993681,10,0,2020/02/07 19:40:05
5907160066,生麗藥局,高雄市湖內區保生路３２６號,(07)6992899,4,2,2020/02/07 19:40:05
5907170035,得安藥局,高雄市茄萣區嘉安里仁愛路三段５６巷１－３號,(07)6909718,4,6,2020/02/07 19:40:05
5907200010,嘉安藥師藥局,高雄市梓官區茄苳里嘉展路３８１號,(07)6107008,2,0,2020/02/07 19:40:05
5907200047,永恒健康生活藥局,高雄市梓官區智蚵里通安路１７６號１樓,(07)6102755,0,2,2020/02/07 19:40:05
5907210016,東冠健保藥局,高雄市六龜區太平路５號１樓,(07)6891852,400,100,2020/02/07 19:40:05
5907210034,大晉藥局,高雄市六龜區義寶里太平路１１６號,(07)6894951,0,62,2020/02/07 19:40:05
5907240014,博林健保藥局,高雄市內門區觀亭里中正路１６０巷５１號,(07)6671883,2,60,2020/02/07 19:40:05
5907280027,宏光藥局,高雄市鹽埕區七賢三路９２號一樓,(07)5211299,92,42,2020/02/07 19:40:05
5907290023,明倫藥局,高雄市鼓山區明倫路１５０號１樓,(07)5520736,4,12,2020/02/07 19:40:05
5907290050,新高橋藥局裕明店,高雄市鼓山區裕誠路１６８０號,(07)5224680,2,0,2020/02/07 19:40:05
5907290112,新高橋藥局華榮店,高雄市鼓山區華榮路２８７號１樓,(07)5534727,4,32,2020/02/07 19:40:05
5907290201,開心藥局,高雄市鼓山區中華一路９４８號,(07)5555572,0,8,2020/02/07 19:40:05
5907290238,聯合藥師藥局,高雄市鼓山區中華一路９７０號１樓,(07)5500558,6,0,2020/02/07 19:40:05
5907290265,新美館藥局,高雄市鼓山區中華一路９７２號,(07)5522006,8,4,2020/02/07 19:40:05
5907290274,明誠丁丁藥局,高雄市鼓山區明誠三路４６５號,(07)5520120,2,4,2020/02/07 19:40:05
5907300024,重愛藥局,高雄市左營區文自路９３０號１樓,(07)3501870,6,18,2020/02/07 19:40:05
5907300088,神農健保藥局,高雄市左營區重和路１１７號,(07)3418228,11,9,2020/02/07 19:40:05
5907300168,金元藥局,高雄市左營區重愛路２２０號,(07)3458378,12,12,2020/02/07 19:40:05
5907300177,人尚大藥局,高雄市左營區榮總路１０９號１樓,(07)3100000,26,0,2020/02/07 19:40:05
5907300211,勁好健保藥局,高雄市左營區果峰街１２巷２６號１樓,(07)5855767,0,12,2020/02/07 19:40:05
5907300300,宜康健保藥局,高雄市左營區翠華路６０１巷４０號,(07)5889919,2,16,2020/02/07 19:40:05
5907300337,果峰健保藥局,高雄市左營區果峰街５０巷１５號１樓,(07)5880401,0,32,2020/02/07 19:40:05
5907300346,正心藥師藥局,高雄市左營區左營大路４７３之２號,(07)5880386,164,96,2020/02/07 19:40:05
5907300408,安闔藥局,高雄市左營區榮總路２３號１樓,(07)3596913,0,2,2020/02/07 19:40:05
5907300417,森森藥師藥局,高雄市左營區緯六路２１５號１樓,(07)5853600,2,24,2020/02/07 19:40:05
5907300506,躍獅祐恩藥局,高雄市左營區明華一路１３２號１樓,(07)5508706,2,0,2020/02/07 19:40:05
5907300515,詮裕藥局,高雄市左營區華夏路７０６號１樓,(07)3453942,0,20,2020/02/07 19:40:05
5907300588,明禾藥局,高雄市左營區華夏路１７３２號１樓,(07)3493734,4,28,2020/02/07 19:40:05
5907300613,新高橋藥局河堤店,高雄市左營區裕誠路１４４號１樓及地下１樓,(07)5582806,20,16,2020/02/07 19:40:05
5907300631,大樹孟子藥局,高雄市左營區孟子路２２６、２２８號,(07)3461772,146,54,2020/02/07 19:40:05
5907300659,維康藥局高榮店,高雄市左營區榮總路１６３號、１６５號,(07)3494540,2,0,2020/02/07 19:40:05
5907300668,米米藥局,高雄市左營區富民路３０１號１Ｆ,(07)5570569,196,54,2020/02/07 19:40:05
5907300677,佳寧峰藥局,高雄市左營區部後街２號,(07)5886408,4,52,2020/02/07 19:40:05
5907300686,左營自由藥局,高雄市左營區自由二路３５０、３５０－１號,(07)5589991,150,58,2020/02/07 19:40:05
5907300702,禾順左營藥局,高雄市左營區自由三路４１０號２樓,(07)3592582,0,20,2020/02/07 19:40:05
5907300711,富元聯合健康藥局,高雄市左營區博愛三路３７號,(07)3488585,198,70,2020/02/07 19:40:05
5907300739,左營藥局,高雄市左營區華夏路３２５號,(07)5501017,152,78,2020/02/07 19:40:05
5907300748,翔生藥局合群店,高雄市左營區緯六路２５６號,(07)5880055,0,20,2020/02/07 19:40:05
5907300757,奕康藥局,高雄市左營區明華一路７６號,(07)5561908,6,0,2020/02/07 19:40:05
5907300766,悠仁藥局,高雄市左營區自由三路１７０號,(07)3457979,2,0,2020/02/07 19:40:05
5907300775,詠康藥局,高雄市左營區明華一路２６５號,(07)5580165,0,36,2020/02/07 19:40:05
5907300784,新高橋藥局博正店,高雄市左營區忠言路１８０號,(07)5509810,46,22,2020/02/07 19:40:05
5907300793,高鐵藥局,高雄市左營區華夏路１３２２．１３２６號,(07)3452797,148,48,2020/02/07 19:40:05
5907300819,志全藥局,高雄市左營區富國路１６８號１樓,(07)5568217,6,0,2020/02/07 19:40:05
5907300837,杏一高榮二店藥局,高雄市左營區榮總路１７７號１樓,(07)3463348,2,20,2020/02/07 19:40:05
5907300855,新高橋藥局裕誠店,高雄市左營區裕誠路２９１號１樓,(07)5573857,8,6,2020/02/07 19:40:05
5907300882,得孚社區藥局,高雄市左營區重立路５３３號１樓,(07)3410121,4,48,2020/02/07 19:40:05
5907300891,新高橋藥局華夏店,高雄市左營區華夏路１１１０號,(07)3410915,8,16,2020/02/07 19:40:05
5907310020,德民藥局,高雄市楠梓區德民路９１１號,(07)3630805,6,0,2020/02/07 19:40:05
5907310137,青田藥局,高雄市楠梓區監理南街６８號,(07)3648257,2,1,2020/02/07 19:40:05
5907310173,安健藥局,高雄市楠梓區鳳楠路２５０號,(07)3520167,4,0,2020/02/07 19:40:05
5907310235,新興藥局,高雄市楠梓區後昌路８７號,(07)3629735,0,2,2020/02/07 19:40:05
5907310262,大樹楠梓藥局,高雄市楠梓區軍校路９０８號,(07)3632322,144,48,2020/02/07 19:40:05
5907310271,漢宏健保藥局,高雄市楠梓區加宏路９７號,(07)3626086,10,0,2020/02/07 19:40:05
5907310280,光玉藥局,高雄市楠梓區德民路１００６－５號,(07)3659555,202,48,2020/02/07 19:40:05
5907310306,大雄藥局,高雄市楠梓區德民路１６６號,(07)3643290,2,0,2020/02/07 19:40:05
5907310315,小太陽康健藥局,高雄市楠梓區德民路９９３號１－２樓,(07)3635808,4,0,2020/02/07 19:40:05
5907310351,惠民楠梓藥局,高雄市楠梓區建楠路２１７號,(07)3521896,1,0,2020/02/07 19:40:05
5907310360,百康藥局,高雄市楠梓區右昌街４１６號,(07)3601281,14,0,2020/02/07 19:40:05
5907320133,莊敬藥局,高雄市三民區大昌一路２８號,(07)3976079,2,0,2020/02/07 19:40:05
5907320179,新高橋藥局天祥店,高雄市三民區天祥一路１１７號,(07)3102683,8,6,2020/02/07 19:40:05
5907320259,明誠藥局,高雄市三民區明誠一路１７２號,(07)3108636,0,36,2020/02/07 19:40:05
5907320295,新高橋藥局澄清店,高雄市三民區澄和路２號１樓,(07)3815186,8,10,2020/02/07 19:40:05
5907320302,新高橋藥局明誠店,高雄市三民區明誠一路４９２號,(07)3107072,46,42,2020/02/07 19:40:05
5907320339,河堤健保藥局,高雄市三民區裕誠路１０７號１樓,(07)3108281,0,22,2020/02/07 19:40:05
5907320375,聖一健保藥局,高雄市三民區鼎山街３６３號,(07)3959300,0,4,2020/02/07 19:40:05
5907320400,康圓藥局,高雄市三民區大豐二路３５９、３６１號１樓,(07)3909978,4,2,2020/02/07 19:40:05
5907320419,大林藥局,高雄市三民區大昌一路１７０－１號,(07)3833593,2,44,2020/02/07 19:40:05
5907320428,東京藥局,高雄市三民區建工路６８５號,(07)3874567,0,18,2020/02/07 19:40:05
5907320464,建元健保藥局,高雄市三民區興昌街８３巷９號,(07)3927865,0,16,2020/02/07 19:40:05
5907320535,康誠藥局,高雄市三民區建工路６１６號,(07)3893889,7,14,2020/02/07 19:40:05
5907320562,康威藥局,高雄市三民區九如二路３０１號,(07)3223189,0,16,2020/02/07 19:40:05
5907320679,安安藥局,高雄市三民區鼎和街３２號１樓,(07)3420010,0,10,2020/02/07 19:40:05
5907320688,惠川藥局,高雄市三民區文安南街７８號,(07)7806618,0,28,2020/02/07 19:40:05
5907320697,鄰好藥師藥局,高雄市三民區褒揚街２８７號,(07)3909589,2,2,2020/02/07 19:40:05
5907320704,建工台安藥局,高雄市三民區建工路４９９號之１,(07)3807521,1,8,2020/02/07 19:40:05
5907320722,晶晶藥局,高雄市三民區十全一路２２３號１樓,(07)3222507,212,86,2020/02/07 19:40:05
5907320740,忠仁藥局,高雄市三民區中都街３５號１樓,(07)3125305,4,0,2020/02/07 19:40:05
5907320768,心樂保健藥局,高雄市三民區光裕路７８號１樓,(07)3855377,0,48,2020/02/07 19:40:05
5907320777,桉家藥師藥局,高雄市三民區明誠一路３９３號,(07)3929732,0,20,2020/02/07 19:40:05
5907320795,建工藥局,高雄市三民區建工路３９６號１樓,(07)3839900,188,54,2020/02/07 19:40:05
5907320848,仕康健保藥妝藥局,高雄市三民區建興路２２２號,(07)3845050,2,2,2020/02/07 19:40:05
5907320857,陽明上鼎藥師健保藥局,高雄市三民區陽明路１０１號１樓,(07)3962358,2,48,2020/02/07 19:40:05
5907320866,意朋建興藥局,高雄市三民區建興路２２５號１樓,(07)3929507,4,2,2020/02/07 19:40:05
5907320875,耀美麗藥局,高雄市三民區中華三路２８３號,(07)2153885,0,22,2020/02/07 19:40:05
5907320884,自由藥局,高雄市三民區自由一路７８號,(07)3223113,134,72,2020/02/07 19:40:05
5907320893,大樹天祥藥局,高雄市三民區天祥一路１６７號,(07)3429902,118,46,2020/02/07 19:40:05
5907320900,大昌藥局,高雄市三民區大昌二路３９７號,(07)3961396,144,60,2020/02/07 19:40:05
5907320919,心寬福藥局,高雄市三民區大順二路７１８號一樓,(07)3832366,6,30,2020/02/07 19:40:05
5907320946,熊安心藥局,高雄市三民區黃興路５３號,(07)3815212,6,2,2020/02/07 19:40:05
5907320955,禾藥局,高雄市三民區博愛一路２２３－１號１樓,(07)3225777,0,6,2020/02/07 19:40:05
5907320964,森心藥局,高雄市三民區自強一路２１６號１樓,(07)2818580,100,40,2020/02/07 19:40:05
5907330040,維康藥局,高雄市新興區中正三路６５號,(07)2615396,1,2,2020/02/07 19:40:05
5907330095,林森合豐藥局,高雄市新興區林森一路３７號,(07)2823313,14,6,2020/02/07 19:40:05
5907330120,七賢台安藥局,高雄市新興區七賢二路７號１樓,(07)2855159,0,10,2020/02/07 19:40:05
5907330139,新興復興藥局,高雄市新興區復興一路７６號１樓,(07)2352550,120,64,2020/02/07 19:40:05
5907330148,康園藥局,高雄市新興區六合一路５３－１２號,(07)2372069,0,8,2020/02/07 19:40:05
5907330166,中正台安藥局,高雄市新興區中山一路１８３號一樓,(07)2856336,0,28,2020/02/07 19:40:05
5907340019,台灣社區照護藥局,高雄市前金區中山二路５３３號７樓之１,(07)2211350,0,34,2020/02/07 19:40:05
5907340046,銘益藥局,高雄市前金區七賢二路２０８、２１０號１樓,(07)2853107,0,4,2020/02/07 19:40:05
5907350015,祐安藥局,高雄市苓雅區英明路１４４號,(07)7135577,0,2,2020/02/07 19:40:05
5907350079,吉康藥局,高雄市苓雅區大順三路６５號,(07)2259930,0,32,2020/02/07 19:40:05
5907350113,英祥藥局,高雄市苓雅區英祥街１９號,(07)7522786,0,2,2020/02/07 19:40:05
5907350177,佳康藥局,高雄市苓雅區建國一路３３４號,(07)2266685,4,36,2020/02/07 19:40:05
5907350220,仁愛藥師藥局,高雄市苓雅區中正一路２３０號,(07)7222300,0,2,2020/02/07 19:40:05
5907350239,鑫宜康健保藥局,高雄市苓雅區自強三路８號、１０號,(07)2693239,0,16,2020/02/07 19:40:05
5907350293,瓏耀藥局,高雄市苓雅區憲政路７６號,(07)7115288,0,54,2020/02/07 19:40:05
5907350300,辰安藥局,高雄市苓雅區青年一路１８５－２號,(07)5365545,0,14,2020/02/07 19:40:05
5907350319,御康藥局,高雄市苓雅區光華一路３５號,(07)3313535,0,20,2020/02/07 19:40:05
5907350328,安杏藥局,高雄市苓雅區四維二路９４－１７號,(07)7511739,4,6,2020/02/07 19:40:05
5907350364,興中好藥局,高雄市苓雅區興中二路４１號１樓,(07)3353899,0,32,2020/02/07 19:40:05
5907350417,高杏藥局,高雄市苓雅區大順三路４４號,(07)7277802,7,60,2020/02/07 19:40:05
5907350435,健安藥局,高雄市苓雅區建軍路４號,(07)7405332,16,6,2020/02/07 19:40:05
5907350480,健森藥局,高雄市苓雅區林森二路１３８號１、２樓,(07)3365169,0,14,2020/02/07 19:40:05
5907350499,鑫美健保特約藥局,高雄市苓雅區光華一路１４８－５８號１樓,(07)7715088,2,0,2020/02/07 19:40:05
5907350506,大樹苓雅藥局,高雄市苓雅區中華四路１５３號,(07)5353111,166,60,2020/02/07 19:40:05
5907350533,健群藥局,高雄市苓雅區安業路４０號,(07)7150097,0,2,2020/02/07 19:40:05
5907350551,大樹武廟藥局,高雄市苓雅區武廟路４３、４５號１樓,(07)7222268,340,100,2020/02/07 19:40:05
5907360137,安康藥師藥局,高雄市前鎮區長江街６８號,(07)3309944,26,12,2020/02/07 19:40:05
5907360146,好芳鄰藥局,高雄市前鎮區光華二路２５７號,(07)3318657,4,6,2020/02/07 19:40:05
5907360333,蓮荷藥局,高雄市前鎮區三多二路４３１號１樓,(07)5377534,6,38,2020/02/07 19:40:05
5907360360,親親藥局,高雄市前鎮區天山路１０巷６號,(07)3391078,0,10,2020/02/07 19:40:05
5907360379,金服安藥局,高雄市前鎮區鎮興路２０２號,(07)8150061,0,2,2020/02/07 19:40:05
5907360388,宏安藥局,高雄市前鎮區瑞隆路２４０號１樓,(07)7270100,0,2,2020/02/07 19:40:05
5907360440,隆德藥局,高雄市前鎮區前鎮街１７０號１樓,(07)8216030,0,12,2020/02/07 19:40:05
5907360459,聯合藥局,高雄市前鎮區一心一路２８１號１樓,(07)3391535,0,2,2020/02/07 19:40:05
5907360520,大樹瑞福藥局,高雄市前鎮區瑞隆路１７０號１樓、２樓,(07)7271170,163,50,2020/02/07 19:40:05
5907360548,芳鄰藥局,高雄市前鎮區中華五路９９３號１樓,(07)5361134,0,18,2020/02/07 19:40:05
5907360566,祥安健保藥局,高雄市前鎮區復興三路３９３號１樓,(07)3340393,0,34,2020/02/07 19:40:05
5907360575,鈞愉健保藥局,高雄市前鎮區鄭和南路４１８號,(07)5360421,2,0,2020/02/07 19:40:05
5907360584,聖名健保藥局,高雄市前鎮區復興三路２４６號１樓,(07)3319431,140,58,2020/02/07 19:40:05
5907360600,桂林活力藥師藥局草衙店,高雄市前鎮區草衙二路３６０號,(07)8131819,4,0,2020/02/07 19:40:05
5907360619,前鎮大樹藥局,高雄市前鎮區瑞隆路４７２號１樓,(07)7137171,188,50,2020/02/07 19:40:05
5907370062,歐德藥局,高雄市旗津區旗津三路９６２巷８號１樓,(07)5711868,0,2,2020/02/07 19:40:05
5907380040,二苓仙光藥局,高雄市小港區漢民路２６０號,(07)8069060,6,0,2020/02/07 19:40:05
5907380059,百鴻中西大藥局,高雄市小港區康莊路１１５號,(07)8024141,0,2,2020/02/07 19:40:05
5907380175,新朋友藥師藥局小港店,高雄市小港區漢民路２５４號,(07)8065361,36,16,2020/02/07 19:40:05
