醫事機構代碼,醫事機構名稱,醫事機構地址,醫事機構電話,成人口罩總剩餘數,兒童口罩剩餘數,來源資料時間
5901112600,匯安藥局,台北市內湖區內湖路１段７０３之１號,(02)26579255,6,0,2020/02/10 07:23:37
5901112762,樂活藥師藥局,台北市內湖區內湖路２段３６８號,(02)27968052,3,10,2020/02/10 07:23:37
5901112780,樂康藥妝藥局,台北市內湖區文德路１１７號,(02)26562110,0,6,2020/02/10 07:23:37
5901112824,思恩藥局,台北市內湖區成功路４段６１巷２６號,(02)27965808,0,2,2020/02/10 07:23:37
5901112842,早安元氣藥局,台北市內湖區成功路４段５３號１樓,(02)27925994,0,2,2020/02/10 07:23:37
5901112860,展恩藥局,台北市內湖區民權東路６段１３６巷４號,(02)27953041,0,4,2020/02/10 07:23:37
5901112995,昇龍藥局,台北市內湖區東湖路１５１號,(02)26316783,0,2,2020/02/10 07:23:37
5901113018,桔子藥局,台北市內湖區內湖路２段３３３號,(02)27930052,2,8,2020/02/10 07:23:37
5901113027,晟安藥局,台北市內湖區金龍路１３５號,(02)87919320,0,18,2020/02/10 07:23:37
5901113045,西湖藥局,台北市內湖區內湖路１段３５５號,(02)26279291,0,4,2020/02/10 07:23:37
5901113081,宜昇優良藥局,台北市內湖區康寧路３段１６５巷２３弄５號,(02)26327817,0,4,2020/02/10 07:23:37
5901113143,躍獅寶湖藥局,台北市內湖區民權東路６段１２３巷２８號,(02)87928335,5,22,2020/02/10 07:23:37
5901113198,傑昇藥局,台北市內湖區內湖路２段２２７號,(02)27925957,0,32,2020/02/10 07:23:37
5901113250,大內湖藥局,台北市內湖區成功路４段１２號,(02)27956286,0,32,2020/02/10 07:23:37
5901113269,樂齡藥師藥局,台北市內湖區內湖路３段１０３號,(02)27919707,0,6,2020/02/10 07:23:37
5901113296,喜越藥局,台北市內湖區內湖路１段２８５巷５９弄７號,(02)26271955,0,8,2020/02/10 07:23:37
5901113330,躍獅大湖藥局,台北市內湖區成功路４段３２９號,(02)27945376,0,32,2020/02/10 07:23:37
5901113349,澴山藥局,台北市內湖區環山路１段４號,(02)87978793,0,8,2020/02/10 07:23:37
5901113376,內湖藥局,台北市內湖區康寧路１段１１６號,(02)27940545,0,66,2020/02/10 07:23:37
5901113385,躍獅康成藥局,台北市內湖區成功路４段６１巷１１號,(02)87922031,0,10,2020/02/10 07:23:37
5901113438,晶龍藥局,台北市內湖區成功路４段２１８號,(02)27956255,0,28,2020/02/10 07:23:37
5901120139,裕成藥局,台北市南港區玉成街１６６巷１３號,(02)27851227,0,46,2020/02/10 07:23:37
5901120184,仁泰藥局,台北市南港區同德路２８號,(02)27855464,0,58,2020/02/10 07:23:37
5901121421,祥安藥局,台北市南港區中坡南路２５號,(02)26547322,6,36,2020/02/10 07:23:37
5901121449,麗康藥局,台北市南港區同德路５１號,(02)26515236,5,7,2020/02/10 07:23:37
5901121574,上丞藥師藥局,台北市南港區成福路１０號１樓,(02)26535589,0,32,2020/02/10 07:23:37
5901121583,健園藥局,台北市南港區研究院路１段１９號１樓,(02)27851567,4,0,2020/02/10 07:23:37
5901121618,新東發藥局,台北市南港區成福路１９８號,(02)27855190,0,6,2020/02/10 07:23:37
5901121672,亞博藥師藥局,台北市南港區興華路８１號,(02)27838090,0,16,2020/02/10 07:23:37
5901121798,進慧藥局,台北市南港區研究院路１段１６３號,(02)27887049,0,16,2020/02/10 07:23:37
5901121823,儀安健保藥局,台北市南港區同德路７４號,(02)27859893,0,8,2020/02/10 07:23:37
5901121869,南港藥局,台北市南港區南港路一段１６６號,(02)27829137,0,14,2020/02/10 07:23:37
5901121896,順翔藥局,台北市南港區研究院路２段１７０號,(02)27824332,1,16,2020/02/10 07:23:37
5901121903,景星藥局,台北市南港區南港路３段２６號,(02)27838816,0,40,2020/02/10 07:23:37
5901121912,成恩藥局,台北市南港區成福路２３號,(02)27856602,2,12,2020/02/10 07:23:37
5901121976,杏安藥局,台北市南港區昆陽街１４０巷１６號,(02)27864119,0,26,2020/02/10 07:23:37
5901121985,勝安藥局,台北市南港區舊莊街１段１６５號,(02)27828450,8,100,2020/02/10 07:23:37
5901122026,杏一中坡藥局,台北市南港區中坡南路３３號、３５號,(02)27827418,0,50,2020/02/10 07:23:37
5901150011,南風藥局,台北市士林區美崙街１９號１樓,(02)28320375,184,58,2020/02/10 07:23:37
5901150146,坤成泰藥局,台北市士林區大南路４１２號,(02)28813903,0,7,2020/02/10 07:23:37
5901150244,佳赫藥局,台北市士林區文昌路４４號,(02)28367202,2,0,2020/02/10 07:23:37
5901150271,建芳藥局,台北市士林區德行東路１４８號,(02)28357172,14,0,2020/02/10 07:23:37
5901150280,慈航藥局,台北市士林區文林路４４１號,(02)28815988,0,2,2020/02/10 07:23:37
5901150342,士林三安藥局,台北市士林區大南路１１號,(02)28812631,0,94,2020/02/10 07:23:37
5901150351,啟宏藥局,台北市士林區大東路９０－１號１樓,(02)28825811,0,48,2020/02/10 07:23:37
5901150397,博惠藥局,台北巿士林區華榮街１６號,(02)28320379,0,54,2020/02/10 07:23:37
5901150459,有德堂大藥局,台北市士林區中山北路６段２２７號,(02)28318387,234,80,2020/02/10 07:23:37
5901150548,田倉藥局,台北市士林區士東路１２４號,(02)88662188,0,8,2020/02/10 07:23:37
5901150575,日康藥局,台北市士林區士東路１２號１樓,(02)28358558,0,36,2020/02/10 07:23:37
5901150593,安寧藥局,台北市士林區劍潭路９１號,(02)28803319,0,6,2020/02/10 07:23:37
5901150600,環安藥局,台北市士林區大南路２４４號１樓,(02)28828478,4,0,2020/02/10 07:23:37
5901150771,天母大和藥師藥局,台北市士林區德行東路１８９－１號１樓,(02)28310142,0,12,2020/02/10 07:23:37
5901151956,康鈺藥局,台北市士林區德行東路１３３號１樓,(02)28313915,0,18,2020/02/10 07:23:37
5901152051,士新藥局,台北市士林區文昌路６２號,(02)28331332,0,44,2020/02/10 07:23:37
5901152079,資生堂藥局,台北市士林區承德路４段４０巷１７號１Ｆ,(02)28857588,0,38,2020/02/10 07:23:37
5901152122,社子全民藥局,台北市士林區延平北路５段１２０號,(02)28127412,0,58,2020/02/10 07:23:37
5901152131,康華藥局,台北市士林區中山北路７段１４巷２號２樓,(02)28743223,0,10,2020/02/10 07:23:37
5901152453,家赫藥局,台北市士林區忠義街８０號１樓,(02)28346453,0,6,2020/02/10 07:23:37
5901152471,得安藥局,台北市士林區文林路１４０號,(02)28836336,0,42,2020/02/10 07:23:37
5901152604,達揚藥局,台北市士林區社正路３６號１樓,(02)88115559,0,3,2020/02/10 07:23:37
5901152640,仁大藥局,台北市士林區社子街１３號１樓,(02)88113793,0,34,2020/02/10 07:23:37
5901152686,三光藥局,台北市士林區延平北路５段３２０號１樓,(02)28123786,0,18,2020/02/10 07:23:37
5901152720,博信藥局,台北市士林區延平北路６段６１號,(02)28128295,4,0,2020/02/10 07:23:37
5901152739,芳圓藥局,台北市士林區社子街２６－１號,(02)28168666,0,52,2020/02/10 07:23:37
5901152748,柏雅大藥局,台北市士林區德行西路６４號,(02)88664398,0,16,2020/02/10 07:23:37
5901152793,信光藥局,台北市士林區文昌路６８號,(02)28366277,0,30,2020/02/10 07:23:37
5901152882,天爵藥局,台北市士林區中山北路６段４５０巷１號,(02)28733759,0,46,2020/02/10 07:23:37
5901153058,誼安藥局,台北市士林區通河街４２號,(02)28851899,0,24,2020/02/10 07:23:37
5901153101,聖賢藥局,台北市士林區士商路５８號,(02)28833046,0,2,2020/02/10 07:23:37
5901153110,美麗田藥局,台北市士林區通河街７８號,(02)28855990,0,24,2020/02/10 07:23:37
5901153325,天母康甯健保藥局,台北市士林區克強路８號,(02)28366631,40,44,2020/02/10 07:23:37
5901153405,社正藥局,台北市士林區社正路１２號,(02)28118704,0,30,2020/02/10 07:23:37
5901153496,躍獅忠誠藥局,台北市士林區忠義街７０號,(02)28387948,0,4,2020/02/10 07:23:37
5901153503,祥新藥局,台北市士林區社子街６５號,(02)28110906,4,20,2020/02/10 07:23:37
5901153521,天母台安藥局,台北市士林區天母西路３４號,(02)28728017,0,6,2020/02/10 07:23:37
5901153567,華齡春天生活藥局,台北市士林區華齡街３６、３８號,(02)28882156,2,0,2020/02/10 07:23:37
5901153656,德行盛康藥局,台北市士林區德行東路２０６之１號,(02)28348756,0,22,2020/02/10 07:23:37
5901153665,康佑藥局,台北市士林區延平北路５段１７６號,(02)28119981,0,30,2020/02/10 07:23:37
5901153683,安奕藥局,台北市士林區葫蘆街３０巷１２號,(02)28133289,0,22,2020/02/10 07:23:37
5901153781,文林生活健保藥局,台北市士林區文林路５６２號（實際使用：１樓）,(02)28381971,0,14,2020/02/10 07:23:37
5901153790,天母盛康藥局,台北市士林區天母東路８巷８４號,(02)28720208,0,26,2020/02/10 07:23:37
5901153825,太和堂中西藥局,台北市士林區大東路７４號（實際使用：１樓）,(02)28814122,0,8,2020/02/10 07:23:37
5901153852,躍獅芝山藥局,台北市士林區福華路１５４號（實際使用：１樓）,(02)28365822,0,4,2020/02/10 07:23:37
5901153861,佩佩藥局,台北市士林區中山北路６段１８２號,(02)28382662,0,4,2020/02/10 07:23:37
5901153870,容育藥局,台北市士林區延平北路６段８號（實際使用：１樓）,(02)28113680,8,2,2020/02/10 07:23:37
5901153889,新光維康藥局,台北市士林區基河路２５０之３號（實際使用：１樓）,(02)28801011,0,6,2020/02/10 07:23:37
5901160044,石牌藥局,台北市北投區石牌路１段４９號,(02)28214986,0,4,2020/02/10 07:23:37
5901160062,丸三大藥局,台北市北投區自強街１０５號,(02)28230637,0,2,2020/02/10 07:23:37
5901160099,進春藥局,台北市北投區明德路１５１號,(02)28216938,0,4,2020/02/10 07:23:37
5901160142,德昇藥局,台北市北投區裕民二路２０號,(02)28217565,0,26,2020/02/10 07:23:37
5901160197,川秀藥局,台北市北投區石牌路２段９９巷９號１樓,(02)28270702,0,10,2020/02/10 07:23:37
5901160277,建民藥局,台北市北投區光明路１６１號,(02)28912339,0,2,2020/02/10 07:23:37
5901160320,益元藥局,台北市北投區光明路１０６號,(02)28912675,0,20,2020/02/10 07:23:37
5901160400,世全藥局,台北市北投區知行路２７３號,(02)28585378,0,48,2020/02/10 07:23:37
5901160428,九福藥局,台北市北投區公館路２３６號,(02)28953009,0,22,2020/02/10 07:23:37
5901160517,弘安藥局,台北市北投區懷德街３３號１樓,(02)28206390,0,14,2020/02/10 07:23:37
5901160544,黎明藥局,台北市北投區尊賢街２５３－１號,(02)28223795,4,4,2020/02/10 07:23:37
5901160562,名山藥局,台北市北投區東陽街４７５號１樓,(02)28226101,0,20,2020/02/10 07:23:37
5901160802,美康藥局,台北市北投區明德路９０號１樓,(02)28281176,0,12,2020/02/10 07:23:37
5901161890,良興藥局,台北市北投區中和街２８６號,(02)28933360,0,9,2020/02/10 07:23:37
5901161961,聯合藥局,台北市北投區石牌路１段２３號,(02)28270306,1,36,2020/02/10 07:23:37
5901161998,玉山藥局,台北市北投區光明路１４５號,(02)28956236,200,62,2020/02/10 07:23:37
5901162002,實踐藥局,台北市北投區實踐街１３號,(02)28276616,0,8,2020/02/10 07:23:37
5901162119,祐鄰藥局,台北市北投區尊賢街２５０號,(02)28281232,0,18,2020/02/10 07:23:37
5901162306,上頤藥局,台北市北投區中和街３２７號１樓,(02)28981230,0,2,2020/02/10 07:23:37
5901162780,康賢藥局,台北市北投區西安街１段３５９號,(02)28219295,0,4,2020/02/10 07:23:37
5901162833,維康藥局,台北市北投區石牌路２段１９１．１９３號,(02)28206343,0,10,2020/02/10 07:23:37
5901163027,躍獅光明藥局,台北市北投區光明路５１、５３號,(02)28915993,0,20,2020/02/10 07:23:37
5901163107,小豬藥局,台北市北投區石牌路１段１６６巷８３號,(02)28217099,0,2,2020/02/10 07:23:37
5901163152,石牌健康人生藥局,台北市北投區石牌路２段１８７號,(02)28225169,0,52,2020/02/10 07:23:37
5901163214,鴻恩藥局,台北市北投區中央南路１段１２９號,(02)28926410,0,20,2020/02/10 07:23:37
5901163241,昱仁藥局,台北市北投區光明路１０２號２樓,(02)28979050,0,44,2020/02/10 07:23:37
5901163250,關渡松藥局,台北市北投區知行路２４７號,(02)28584824,0,38,2020/02/10 07:23:37
5901163296,天禧大藥局,台北市北投區實踐街３５號,(02)28213558,0,4,2020/02/10 07:23:37
5901163312,秝安藥局,台北市北投區石牌路１段６９號（實際使用：１樓）,(02)28215399,0,53,2020/02/10 07:23:37
5901163410,尊賢藥局,台北市北投區尊賢街２１２號,(02)28270505,0,2,2020/02/10 07:23:37
5901163429,致遠盛康藥局,台北市北投區致遠二路１４１號,(02)28263580,0,2,2020/02/10 07:23:37
5901163474,怡人藥局,台北市北投區自強街１６８號,(02)28211598,0,50,2020/02/10 07:23:37
5901163483,天富大藥局,台北市北投區石牌路２段１７１號１、２樓,(02)28225812,0,14,2020/02/10 07:23:37
5901163492,全家藥粧藥局,台北市北投區光明路１６６－２號,(02)28988685,0,2,2020/02/10 07:23:37
5901163509,吉利春天生活藥局,台北市北投區吉利街１２０號,(02)28253256,0,2,2020/02/10 07:23:37
5901170022,良美藥局,台北市信義區福德街２６８巷３７號,(02)27593659,0,42,2020/02/10 07:23:37
5901170040,惠群藥局,台北市信義區忠孝東路４段５５９巷３８號,(02)27679234,0,26,2020/02/10 07:23:37
5901170059,必欣藥局,台北市信義區松仁路２６４號,(02)27225060,0,2,2020/02/10 07:23:37
5901170139,福華藥局,台北市信義區吳興街２８１巷３號１樓,(02)27208527,0,62,2020/02/10 07:23:37
5901170255,松隆藥局,台北市信義區虎林街６５號,(02)27684033,2,10,2020/02/10 07:23:37
5901170264,杏康藥局,台北市信義區忠孝東路５段３７２巷２７弄６８－２號１Ｆ,(02)23457422,0,39,2020/02/10 07:23:37
5901170335,慧生藥局,台北市信義區松山路３１０號,(02)27647138,0,64,2020/02/10 07:23:37
5901170433,松山大藥局,台北市信義區永吉路４３６號,(02)27620624,0,23,2020/02/10 07:23:37
5901170648,立信藥局,台北市信義區松山路４０３號,(02)27687754,2,0,2020/02/10 07:23:37
5901170906,吳興藥局,台北市信義區吳興街２７９號１樓,(02)27208328,0,26,2020/02/10 07:23:37
5901170915,杏仁藥局,台北市信義區大道路１３５號,(02)27262541,0,42,2020/02/10 07:23:37
5901172071,百康藥局,台北市信義區基隆路２段１３１之２０號,(02)27364377,0,12,2020/02/10 07:23:37
5901172160,佑華藥局,台北市信義區忠孝東路５段５０８－４號１樓,(02)27595719,2,10,2020/02/10 07:23:37
5901172197,得揚藥局,台北市信義區忠孝東路５段４５２號１樓,(02)87884667,10,0,2020/02/10 07:23:37
5901172213,華泰藥局,台北市信義區虎林街８２巷５號,(02)27601992,0,78,2020/02/10 07:23:37
5901172240,德康大藥局,台北市信義區松山路５４１巷２１號,(02)27272502,4,2,2020/02/10 07:23:37
5901172508,好康藥局,台北市信義區莊敬路４１４號,(02)27232979,0,2,2020/02/10 07:23:37
5901172580,文興藥局,台北市信義區福德街２４５號,(02)27590989,0,34,2020/02/10 07:23:37
5901172651,康杏藥局,台北市信義區福德街３０６號１樓,(02)27591510,0,6,2020/02/10 07:23:37
5901172688,昆陽藥局,台北市信義區林口街２３０號,(02)27274814,0,26,2020/02/10 07:23:37
5901172697,綠杏大藥局,台北市信義區吳興街２４１號,(02)27582378,0,2,2020/02/10 07:23:37
5901172704,鴻濟藥局,台北市信義區永吉路３２６巷２號１樓,(02)27645331,0,26,2020/02/10 07:23:37
5901172740,信桉藥局,台北市信義區莊敬路２３６號,(02)87860005,0,22,2020/02/10 07:23:37
5901172786,安佑藥局,台北市信義區吳興街２４７號１樓,(02)27222236,0,4,2020/02/10 07:23:37
5901172839,九州藥局,台北市信義區和平東路３段２３９號,(02)87323331,0,28,2020/02/10 07:23:37
5901172857,永吉藥局,台北市信義區永吉路２１３號,(02)87874043,154,62,2020/02/10 07:23:37
5901172924,松仁藥局,台北市信義區松仁路２３３號,(02)27238626,0,50,2020/02/10 07:23:37
5901172964,榮泰藥局,台北市信義區光復南路４１９巷１９號,(02)77296777,0,24,2020/02/10 07:23:37
5901173041,皇昇大藥局,台北市信義區松山路２１０號１樓,(02)27663488,0,20,2020/02/10 07:23:37
5901173050,貴臨藥局,台北市信義區永吉路３２６巷１９號,(02)27493768,0,6,2020/02/10 07:23:37
5901173201,大鳥藥局,台北市信義區莊敬路３５４號,(02)23455025,0,60,2020/02/10 07:23:37
5901173210,濟生中西藥局,台北市信義區崇德街４１號,(02)27358452,0,16,2020/02/10 07:23:37
