醫事機構代碼,醫事機構名稱,醫事機構地址,醫事機構電話,成人口罩總剩餘數,兒童口罩剩餘數,來源資料時間
5901173827,松美藥局,台北市信義區市民大道６段３２０號（實際營業地址：１樓）,(02)27651099,0,40,2020/02/09 14:48:07
5901180037,崇信藥局,台北市中正區齊東街８８號,(02)23417557,0,40,2020/02/09 14:48:07
5901180055,日生大藥局,台北市中正區汀州路１段５３號１樓,(02)23031393,0,62,2020/02/09 14:48:07
5901180108,三元藥局,台北市中正區三元街１５８號,(02)23052839,0,54,2020/02/09 14:48:07
5901180162,濟仁藥局,台北市中正區濟南路２段２２號,(02)23514576,0,14,2020/02/09 14:48:07
5901180215,上海聯合藥局,台北市中正區衡陽路３２號１樓,(02)23117744,0,4,2020/02/09 14:48:07
5901180224,中心藥局,台北市中正區汀州路３段１２１號,(02)23689889,0,22,2020/02/09 14:48:07
5901180304,祥全藥局,台北市中正區信義路２段７９巷１５－８號１Ｆ,(02)23939339,0,70,2020/02/09 14:48:07
5901182031,新獻安藥局,台北市中正區羅斯福路１段１５號,(02)23519891,388,116,2020/02/09 14:48:07
5901182068,永興藥局,台北市中正區汀州路１段９２巷２８號,(02)23050986,0,76,2020/02/09 14:48:07
5901182086,國杏藥師示範藥局,台北市中正區延平南路１７１巷３號,(02)23811322,0,46,2020/02/09 14:48:07
5901182111,東華藥局,台北市中正區汀州路３段１１３號,(02)23640852,0,50,2020/02/09 14:48:07
5901182219,連雲藥局,台北市中正區連雲街７９號,(02)23410504,10,2,2020/02/09 14:48:07
5901182255,全民藥局,台北市中正區廈門街８７號,(02)23695759,6,20,2020/02/09 14:48:07
5901183387,丞良藥局,台北市中正區南昌路１段７８號地下１樓,(02)33938868,0,36,2020/02/09 14:48:07
5901183510,怡誠藥局,台北市中正區汀州路２段２１２號,(02)23626905,0,48,2020/02/09 14:48:07
5901183529,達昌藥局,台北市中正區汀州路１段２０７號,(02)23390109,0,64,2020/02/09 14:48:07
5901183645,大愛生活藥局,台北市中正區汀州路２段２３２號,(02)23661155,76,46,2020/02/09 14:48:07
5901183672,博昇藥局,台北市中正區連雲街７２號,(02)23581898,4,2,2020/02/09 14:48:07
5901183716,台醫藥局,台北市中正區公園路３０巷４號,(02)23141202,56,68,2020/02/09 14:48:07
5901183789,佑康大藥局,台北市中正區汀州路２段６４號,(02)23683602,2,24,2020/02/09 14:48:07
5901183798,佳和藥局,台北市中正區黎明里公園路３０號,(02)23117102,0,40,2020/02/09 14:48:07
5901183823,南昌健康人生藥局,台北市中正區南昌路１段１５３號,(02)23969382,0,42,2020/02/09 14:48:07
5901183887,中英大藥局,台北市中正區永綏街６號,(02)23615654,0,22,2020/02/09 14:48:07
5901183985,正康藥局,台北市中正區漢口街１段２２號,(02)23712831,96,70,2020/02/09 14:48:07
5901184062,建祥武昌藥局,台北市中正區武昌街１段２９號１樓,(02)23314038,0,2,2020/02/09 14:48:07
5901184080,活力健康藥妝藥局,台北市中正區中華路２段３１５巷１號,(02)23392625,166,86,2020/02/09 14:48:07
5901184106,信康藥局,臺北市中正區南昌路１段１４３號,(02)23961979,6,42,2020/02/09 14:48:07
5901184142,新三醫藥局,台北市中正區汀州路３段１２５號,(02)23648180,0,30,2020/02/09 14:48:07
5901184179,保德中華藥局,台北市中正區中華路２段１５９號,(02)23027720,0,16,2020/02/09 14:48:07
5901184213,71恩典藥局,台北市中正區信義路２段７１號,(02)23223371,0,24,2020/02/09 14:48:07
5901184222,豐仁藥局,台北市中正區寧波西街１６１號,(02)23033908,0,24,2020/02/09 14:48:07
5901184240,立赫健保藥局,台北市中正區新生南路１段１６之２號,(02)33223231,142,46,2020/02/09 14:48:07
5901184259,汀州健康人生藥局,台北市中正區汀州路３段２１１號,(02)23688902,202,56,2020/02/09 14:48:07
5901184366,宏越藥局,台北市中正區中華路２段３１３巷４號,(02)23050880,200,60,2020/02/09 14:48:07
5901184375,大盛藥局,台北市中正區中華路１段２１巷１６號,(02)23713838,0,42,2020/02/09 14:48:07
5901184437,安藤健保調劑藥局,台北市中正區南昌路１段１３０號、１３２號,(02)23962120,0,24,2020/02/09 14:48:07
5901184446,北車維康藥局,台北市中正區青島西路７號,(02)23613623,6,0,2020/02/09 14:48:07
5901184464,和眾藥局,台北市中正區忠孝西路１段６號,(07)010119100,0,77,2020/02/09 14:48:07
5901184473,中力藥局,台北市中正區襄陽路１３之５號、１５號,(02)23313768,0,26,2020/02/09 14:48:07
5901184491,躍獅南門藥局,台北市中正區中華路２段３９巷１０號,(02)23141111,2,28,2020/02/09 14:48:07
5901184508,康呈安藥局,台北市中正區汀州路２段１８７號,(02)23672215,200,50,2020/02/09 14:48:07
5901184517,躍獅東門藥局,台北市中正區金山南路１段１０８之１號,(02)23920339,0,44,2020/02/09 14:48:07
5901190024,長泰藥局,台北市萬華區西園路２段２８０號,(02)23012869,4,46,2020/02/09 14:48:07
5901190033,世欣藥局,台北市萬華區東園街１７３號１Ｆ,(02)23074263,0,38,2020/02/09 14:48:07
5901190042,裕和藥局,台北市萬華區萬大路１１５、１１７號,(02)23063219,0,34,2020/02/09 14:48:07
5901190060,秀全藥局,台北市萬華區開封街２段６６－３號,(02)23811357,0,6,2020/02/09 14:48:07
5901190079,建和藥局,台北市萬華區青年路１６８巷４４號,(02)23010838,0,62,2020/02/09 14:48:07
5901190104,大嘉藥局,台北市萬華區梧州街６０號,(02)23084402,4,64,2020/02/09 14:48:07
5901190177,信昌藥局,台北市萬華區長泰街３６號１樓,(02)23054898,0,58,2020/02/09 14:48:07
5901190220,生活大藥局,台北市萬華區貴陽街２段１２４號,(02)23618609,0,2,2020/02/09 14:48:07
5901190408,您永安藥局,台北市萬華區昆明街１６２號,(02)23317119,0,30,2020/02/09 14:48:07
5901190426,皇祥藥局,台北市萬華區萬青街１６５號１樓,(02)23375676,0,56,2020/02/09 14:48:07
5901190444,安聖藥局,台北市萬華區西園路２段２５６號１Ｆ,(02)23037620,0,14,2020/02/09 14:48:07
5901190515,日昇藥局,台北市萬華區廣州街１２４號,(02)23062975,212,76,2020/02/09 14:48:07
5901190668,聯慶大藥局,台北市萬華區萬大路３０６號１樓,(02)23039850,0,24,2020/02/09 14:48:07
5901190686,信義藥局,台北市萬華區青年路２８號,(02)23074599,0,32,2020/02/09 14:48:07
5901190695,益源藥局,台北市萬華區大理街１６０巷２６弄２號,(02)23087321,0,24,2020/02/09 14:48:07
5901190784,欣安藥局,台北市萬華區東園街１９０、１９２號,(02)23327830,4,0,2020/02/09 14:48:07
5901192064,三源藥局,台北市萬華區康定路１９７號,(02)23022111,200,54,2020/02/09 14:48:07
5901192126,恩達藥局,台北市萬華區梧州街６４號,(02)23024467,0,104,2020/02/09 14:48:07
5901192144,健華藥局,台北市萬華區康定路３２８號,(02)23063083,66,46,2020/02/09 14:48:07
5901192153,永康大藥局,台北市萬華區桂林路４９號,(02)23317675,2,40,2020/02/09 14:48:07
5901192162,寶興大藥局,台北市萬華區寶興街１１９號,(02)23013375,0,2,2020/02/09 14:48:07
5901192180,康之友藥局,台北市萬華區青年路２０號,(02)23011598,102,53,2020/02/09 14:48:07
5901192233,仁仁藥局,台北市萬華區康定路２１９號,(02)23365545,4,22,2020/02/09 14:48:07
5901192546,躍獅西園藥局,台北市萬華區西園路２段２６０號,(02)23094063,0,36,2020/02/09 14:48:07
5901192653,吉安藥局,台北市萬華區廣州街１８２號,(02)23085268,162,86,2020/02/09 14:48:07
5901192751,好視多藥局,台北市萬華區萬大路２８５號,(02)23018100,0,30,2020/02/09 14:48:07
5901192822,專品藥局,台北市萬華區長沙街２段７１－１號,(02)23718892,0,8,2020/02/09 14:48:07
5901192831,偉安藥局,台北市萬華區西藏路１０９號,(02)23037186,0,32,2020/02/09 14:48:07
5901192877,瑞生藥局,台北市萬華區西園路２段２５２號,(02)23012159,0,38,2020/02/09 14:48:07
5901192975,萬華藥局,台北市萬華區萬大路２４８號實際營業地址１樓、２樓,(02)23012221,0,40,2020/02/09 14
